City,Lat,Lng,Max temp,Humidity,Cloudiness,Wind Speed,Date
puerto ayora,-0.7393,-90.3518,297.59,93,7,0.45,1620694599
alice springs,-23.7,133.8833,293.15,42,0,6.17,1620694600
banff,51.1762,-115.5698,286.15,37,100,2.06,1620694601
victoria,22.2855,114.1577,302.59,81,84,0.89,1620694602
ust-nera,64.5667,143.2,277.41,75,100,1.68,1620694604
bilibino,68.0546,166.4372,271.01,81,70,0.32,1620694605
carutapera,-1.195,-46.02,297.03,93,20,2.03,1620694394
dikson,73.5069,80.5464,273.48,98,100,6.65,1620694608
paramaribo,5.8667,-55.1667,298.15,88,40,2.06,1620694609
half moon bay,37.4636,-122.4286,299.15,72,1,6.17,1620694610
thompson,55.7435,-97.8558,288.15,25,20,5.14,1620694612
lubango,-14.9172,13.4925,287.39,56,8,2.49,1620694456
kano,12.0001,8.5167,301.05,36,20,3.9,1620694614
surin,14.8818,103.4936,301.15,78,89,2.57,1620694615
atuona,-9.8,-139.0333,299.76,71,0,11.71,1620694617
alirajpur,22.3031,74.3546,300.72,56,0,5.72,1620694618
vostok,46.4856,135.8833,282.39,51,53,2.22,1620694619
chuy,-33.6971,-53.4616,286.06,74,100,4.33,1620694621
santa lucia,27.9117,-15.5407,293.15,64,75,8.23,1620694622
mataura,-46.1927,168.8643,282.59,96,100,1.79,1620694624
bambous virieux,-20.3428,57.7575,296.15,88,20,2.06,1620694625
carnarvon,-24.8667,113.6333,292.15,72,68,3.6,1620694626
talcahuano,-36.7167,-73.1167,284.15,82,0,1.03,1620694628
tautira,-17.7333,-149.15,305.15,55,75,5.14,1620694629
catamarca,-28.4696,-65.7852,288.71,95,100,0.89,1620694630
mount pleasant,32.7941,-79.8626,297.15,83,40,5.09,1620694632
port alfred,-33.5906,26.891,291.13,80,99,6.67,1620694633
sisimiut,66.9395,-53.6735,274.04,82,92,2.57,1620694634
manta,-0.95,-80.7333,296.15,83,40,5.14,1620694636
tongzi,28.7829,105.0877,294.6,76,100,1.4,1620694637
kokopo,-4.352,152.2633,301.97,67,33,1.8,1620694638
kapaa,22.0752,-159.319,300.15,69,20,6.69,1620694640
galesong,-5.3166,119.3661,301.15,89,20,1.54,1620694641
shenjiamen,29.9576,122.298,292.84,96,100,5.39,1620694642
tasiilaq,65.6145,-37.6368,270.15,93,90,4.12,1620694644
alekseyevka,50.6309,38.6903,283.18,93,100,8.96,1620694645
luderitz,-26.6481,15.1594,293.85,41,0,1.06,1620694646
lata,40.1629,-8.3327,287.04,88,23,0.45,1620694648
airai,-8.9266,125.4092,293.01,47,100,1.72,1620694649
new norfolk,-42.7826,147.0587,283.15,66,84,0.45,1620694650
cravo norte,6.3017,-70.2041,297.3,90,57,1.56,1620694652
clarksburg,39.2807,-80.3445,286.15,44,20,2.06,1620694417
grindavik,63.8424,-22.4338,274.15,75,20,4.12,1620694654
hithadhoo,-0.6,73.0833,302.07,72,100,4.5,1620694656
saint george,37.1041,-113.5841,301.15,11,1,7.2,1620694642
alaca,40.1683,34.8425,275.59,74,0,1.19,1620694658
avarua,-21.2078,-159.775,300.15,69,75,4.63,1620694660
romny,50.751,33.4747,282.45,66,100,5.89,1620694661
guerrero negro,27.9769,-114.0611,291.01,66,0,6.77,1620694662
mecca,21.4267,39.8261,300.12,32,1,0.54,1620694664
gushikawa,26.3544,127.8686,301.15,83,75,5.14,1620694665
rockport,28.0206,-97.0544,300.15,94,40,7.2,1620694666
upernavik,72.7868,-56.1549,269.11,80,91,2.32,1620694668
san miguelito,9.0333,-79.5,301.15,78,90,3.09,1620694669
assiniboia,49.6334,-105.9845,289.15,14,88,2.06,1620694670
cherkasskoye,52.4333,47.2167,285.49,93,95,2.75,1620694672
padang,-0.9492,100.3543,297.15,100,20,1.03,1620694545
hermanus,-34.4187,19.2345,285.37,93,0,0.46,1620694674
tshela,-4.9833,12.9333,295.39,99,40,0.15,1620694676
raudeberg,61.9875,5.1352,285.93,70,49,11.32,1620694677
labuhan,-6.8844,112.2051,300.79,79,9,3.1,1620694678
nikolskoye,59.7035,30.7861,286.48,58,0,2.0,1620694680
jumla,29.2747,82.1838,285.45,77,98,0.53,1620694681
loveland,40.3978,-105.075,274.82,93,90,4.63,1620694428
tessalit,20.1986,1.0114,305.89,11,9,2.78,1620694683
bandarbeyla,9.4942,50.8122,301.55,68,100,5.84,1620694685
rio gallegos,-51.6226,-69.2181,277.15,75,0,1.03,1620694686
nantucket,41.2835,-70.0995,282.15,81,1,3.09,1620694398
bima,-8.4667,118.7167,301.26,74,89,2.16,1620694689
tamandare,-8.7597,-35.1047,297.36,88,17,3.67,1620694392
carnduff,49.1667,-101.8009,287.59,27,47,0.45,1620694691
san cristobal,7.7669,-72.225,300.15,74,40,1.54,1620694425
anan,33.9167,134.65,292.15,68,75,3.09,1620694694
hualmay,-11.0964,-77.6139,291.64,85,27,3.76,1620694695
flin flon,54.7682,-101.865,288.26,26,100,3.05,1620694696
yulara,-25.2406,130.9889,291.15,48,0,5.66,1620694698
sabha,27.0377,14.4283,302.04,17,0,5.35,1620694699
yellowknife,62.456,-114.3525,277.15,75,90,6.69,1620694604
cidreira,-30.1811,-50.2056,290.93,85,100,3.02,1620694701
tucuman,-26.8241,-65.2226,290.15,77,100,1.03,1620694703
bathsheba,13.2167,-59.5167,300.15,61,40,8.23,1620694704
okhotsk,59.3833,143.3,276.66,66,77,1.62,1620694706
geraldton,-28.7667,114.6,292.15,48,22,8.75,1620694707
husavik,66.0449,-17.3389,272.15,80,90,2.57,1620694633
tabou,4.423,-7.3528,299.42,83,72,2.69,1620694709
kahului,20.8947,-156.47,302.15,51,40,10.29,1620694711
brae,60.3964,-1.353,281.15,93,90,1.54,1620694712
bengkulu,-3.8004,102.2655,297.72,94,100,1.36,1620694713
patti,31.2808,74.8572,297.15,60,40,5.14,1620694715
presidencia roque saenz pena,-26.7852,-60.4388,287.59,95,100,0.89,1620694716
ostrovnoy,68.0531,39.5131,276.09,94,100,3.77,1620694717
ahipara,-35.1667,173.1667,293.41,80,100,4.86,1620694719
constitucion,-35.3333,-72.4167,284.99,68,0,2.53,1620694556
churapcha,62.0025,132.4325,285.98,54,100,2.17,1620694721
bronnoysund,65.4625,12.1997,282.04,81,90,6.69,1620694723
vila franca do campo,37.7167,-25.4333,290.15,77,75,5.14,1620694724
lorengau,-2.0226,147.2712,300.65,78,36,0.75,1620694725
ponta do sol,32.6667,-17.1,288.71,54,3,3.13,1620694727
dunedin,-45.8742,170.5036,287.04,87,100,4.02,1620694728
sola,-13.8833,167.55,302.15,84,75,7.31,1620694729
pevek,69.7008,170.3133,266.19,83,19,1.03,1620694731
inhambane,-23.865,35.3833,294.87,76,66,3.31,1620694732
hong gai,20.956,107.0946,302.15,89,75,3.6,1620694733
abu dhabi,24.4667,54.3667,300.15,57,0,1.03,1620694735
hobart,-42.8794,147.3294,283.15,57,75,2.57,1620694460
vaini,-21.2,-175.2,298.15,78,75,6.17,1620694737
port blair,11.6667,92.75,299.15,89,40,0.51,1620694739
norrtalje,59.758,18.705,282.15,76,0,2.06,1620694740
celestun,20.8667,-90.4,301.94,70,38,5.22,1620694741
ribeira grande,38.5167,-28.7,290.72,93,26,9.15,1620694743
kavieng,-2.5744,150.7967,301.54,70,40,0.88,1620694744
panaba,21.2833,-88.2667,302.0,52,90,7.05,1620694745
morehead,37.2711,-87.1764,287.59,62,1,2.5,1620694747
muisne,0.6,-80.0333,297.81,88,100,3.89,1620694748
lerwick,60.1545,-1.1494,281.15,93,90,1.54,1620694749
pisco,-13.7,-76.2167,291.48,88,82,2.06,1620694751
meulaboh,4.1363,96.1285,299.47,86,100,1.78,1620694752
norman wells,65.282,-126.8329,283.15,34,40,2.06,1620694753
georgetown,5.4112,100.3354,302.04,89,20,1.54,1620694505
isangel,-19.55,169.2667,301.15,78,75,2.57,1620694756
barrow,71.2906,-156.7887,266.15,79,90,6.69,1620694757
yatou,37.15,122.3833,287.35,68,100,5.6,1620694759
fort saint james,54.4333,-124.25,288.54,27,100,1.31,1620694760
gizo,-8.103,156.8419,301.82,71,68,0.3,1620694761
kruisfontein,-34.0033,24.7314,286.2,91,0,3.21,1620694763
bredasdorp,-34.5322,20.0403,286.15,94,0,2.06,1620694764
beyneu,45.3167,55.2,286.04,76,100,5.06,1620694765
mandalgovi,45.7625,106.2708,277.47,43,0,11.38,1620694767
mogadishu,2.0371,45.3438,300.0,84,100,7.94,1620694768
east london,-33.0153,27.9116,289.9,83,16,4.15,1620694769
bethel,41.3712,-73.414,286.15,62,75,1.54,1620694771
oranjemund,-28.55,16.4333,290.34,54,0,1.36,1620694772
batamshinskiy,50.5594,58.2747,278.15,100,0,2.0,1620694774
vanderhoof,54.0166,-124.0198,288.45,26,21,1.71,1620694775
coquimbo,-29.9533,-71.3436,287.15,82,0,1.54,1620694780
mubi,10.2676,13.2644,297.9,69,100,1.55,1620694782
port elizabeth,-33.918,25.5701,289.15,88,75,6.69,1620694783
rocha,-34.4833,-54.3333,284.14,69,100,3.42,1620694785
ambon,-3.6954,128.1814,299.15,89,75,2.57,1620694786
faanui,-16.4833,-151.75,300.66,77,68,8.11,1620694787
arraial do cabo,-22.9661,-42.0278,292.15,77,0,1.54,1620694789
verkh-usugli,52.7,115.1667,282.83,40,100,3.16,1620694790
souillac,-20.5167,57.5167,296.15,88,20,2.06,1620694791
port augusta,-32.5,137.7667,287.15,72,90,7.2,1620694793
anisoc,1.8658,10.7689,292.98,98,15,0.79,1620694794
saint-philippe,-21.3585,55.7679,294.26,56,0,3.6,1620694795
nampula,-15.1165,39.2666,292.15,88,75,4.63,1620694797
taoudenni,22.6783,-3.9836,306.29,12,0,4.99,1620694798
longyearbyen,78.2186,15.6401,270.15,93,90,1.03,1620694800
ardabil,38.2498,48.2933,277.99,96,100,1.77,1620694801
bell ville,-32.6259,-62.6887,281.48,72,85,0.45,1620694804
aden,12.7794,45.0367,302.43,70,68,2.11,1620694516
lavrentiya,65.5833,-171.0,274.57,99,100,3.68,1620694808
buala,-8.145,159.5921,301.93,73,65,2.79,1620694810
dingle,10.9995,122.6711,303.67,65,81,4.71,1620694812
kamina,-8.7386,24.9906,288.31,75,0,1.59,1620694813
santa isabel do rio negro,-0.4139,-65.0192,296.09,98,93,0.1,1620694815
muros,42.7762,-9.0603,282.59,92,39,7.29,1620694816
usman,52.0466,39.7288,284.15,76,0,6.0,1620694817
tuktoyaktuk,69.4541,-133.0374,266.15,86,90,6.69,1620694819
krasnoselkup,65.7,82.4667,275.36,91,57,4.86,1620694820
karachi,24.9056,67.0822,301.15,74,0,4.12,1620694813
ancud,-41.8697,-73.8203,280.37,93,95,3.6,1620694823
hasaki,35.7333,140.8333,291.48,63,75,3.09,1620694824
khatanga,71.9667,102.5,268.68,81,11,4.46,1620694825
carinhanha,-14.3047,-43.765,295.53,53,4,3.8,1620694827
marsh harbour,26.5412,-77.0636,298.91,80,2,4.29,1620694807
marzuq,14.4,46.4667,298.19,41,100,2.23,1620694829
lasa,46.6166,10.7002,286.48,76,90,3.6,1620694830
tromso,69.6496,18.957,274.15,86,0,1.54,1620694832
techiman,7.5862,-1.9414,295.27,93,28,2.24,1620694833
grand gaube,-20.0064,57.6608,295.37,84,22,2.24,1620694834
pierre,44.3683,-100.351,287.59,38,1,2.06,1620694807
general higinio morinigo,-25.95,-55.9167,289.53,92,15,2.19,1620694837
san patricio,28.017,-97.5169,301.15,89,90,5.66,1620694838
severo-kurilsk,50.6789,156.125,275.6,80,100,7.89,1620694840
henties bay,-22.116,14.2845,296.48,30,0,0.89,1620694841
lebu,-37.6167,-73.65,283.5,83,9,5.75,1620694843
seoul,37.5683,126.9778,292.15,45,0,1.03,1620694262
norsup,-16.0667,167.3833,301.84,69,94,5.62,1620694845
bilma,18.6853,12.9164,304.28,8,5,1.08,1620694847
toul,48.6667,5.9167,284.15,93,90,1.54,1620694848
noyabrsk,63.1994,75.4507,280.18,65,44,3.76,1620694756
aklavik,68.2191,-135.0107,276.15,60,100,3.09,1620694851
chokurdakh,70.6333,147.9167,269.44,90,53,3.25,1620694852
alakurtti,66.9672,30.3491,275.37,95,100,0.28,1620694854
taltal,-25.4,-70.4833,291.6,73,100,2.16,1620694855
nanning,22.8167,108.3167,301.15,78,0,1.0,1620694856
eston,51.1501,-108.7514,289.26,23,75,5.14,1620694858
kutum,14.2,24.6667,296.16,58,0,4.71,1620694859
pacific grove,36.6177,-121.9166,292.15,52,1,4.12,1620694760
port lincoln,-34.7333,135.8667,287.63,61,97,5.61,1620694862
gwadar,25.1216,62.3254,300.95,69,0,4.98,1620694855
sambava,-14.2667,50.1667,295.88,85,99,2.19,1620694864
clyde river,70.4692,-68.5914,262.15,100,75,5.14,1620694866
turka,49.1541,23.0297,283.71,76,0,1.98,1620694626
kamaishi,39.2667,141.8833,287.15,62,75,4.63,1620694868
faya,18.3851,42.4509,291.15,52,20,2.1,1620694870
pergamino,-33.89,-60.5736,283.71,56,37,0.89,1620694776
mahebourg,-20.4081,57.7,296.15,88,20,2.06,1620694872
hirara,24.8,125.2833,300.15,89,75,7.2,1620694873
mugur-aksy,50.35,90.5,274.17,51,100,2.91,1620694875
asau,46.4333,26.4,279.26,65,0,0.86,1620694876
zhuhai,22.2769,113.5678,302.15,84,40,4.63,1620694878
amazar,53.858,120.875,277.58,95,100,1.48,1620694879
cartagena,10.3997,-75.5144,301.35,75,100,3.78,1620694814
wanning,18.8003,110.3967,302.95,69,64,6.63,1620694882
usinsk,65.9939,57.5281,277.01,78,2,4.04,1620694883
kirakira,-10.4544,161.9205,302.56,72,99,3.53,1620694884
mamburao,13.25,120.6667,304.68,56,100,1.45,1620694886
ozernovskiy,51.5,156.5167,275.75,70,9,2.83,1620694887
samarai,-10.6167,150.6667,300.25,80,100,3.27,1620694888
gazli,40.1333,63.45,292.9,23,0,4.41,1620694890
cabo san lucas,22.8909,-109.9124,302.15,51,75,6.69,1620694891
akdepe,42.0551,59.3788,291.15,45,0,2.06,1620694892
kushiro,42.975,144.3747,283.15,57,75,5.66,1620694894
saldanha,-33.0117,17.9442,286.15,88,0,1.54,1620694895
vila velha,-20.3297,-40.2925,294.82,94,20,1.54,1620694897
zaozerne,45.1582,33.2787,284.58,77,18,6.57,1620694898
hofn,64.2539,-15.2082,273.77,61,1,7.04,1620694899
sitka,57.0531,-135.33,283.15,53,90,5.14,1620694901
hit,33.6416,42.8251,300.06,28,74,1.08,1620694902
castro,-24.7911,-50.0119,285.15,71,1,0.94,1620694903
aykhal,66.0,111.5,269.05,86,100,7.41,1620694905
sakaiminato,35.55,133.2333,290.15,82,75,1.54,1620694906
namibe,-15.1961,12.1522,297.22,76,9,2.23,1620694907
si satchanalai,17.5169,99.7598,300.15,83,20,1.03,1620694909
tongren,27.7172,109.1853,295.48,91,93,1.21,1620694910
coihaique,-45.5752,-72.0662,277.15,93,0,4.63,1620694912
bodden town,19.2833,-81.25,301.15,83,20,4.63,1620694913
ust-tsilma,65.441,52.1498,278.63,64,100,3.12,1620694914
college,64.8569,-147.8028,291.15,25,75,2.06,1620694916
olafsvik,64.8945,-23.7142,275.78,59,17,3.34,1620694633
dongfeng,42.6403,125.5118,290.09,40,19,2.81,1620694826
hatillo,18.4863,-66.8254,299.82,83,1,4.12,1620694919
tynda,55.1667,124.7167,283.57,51,92,4.4,1620694921
rabo de peixe,37.8,-25.5833,290.15,77,75,5.14,1620694922
kodiak,57.79,-152.4072,279.15,87,90,4.63,1620694923
kuching,1.55,110.3333,300.15,94,20,0.8,1620694925
rock sound,24.9,-76.2,299.47,77,1,5.04,1620694926
santiago,-33.4569,-70.6483,289.15,48,0,3.09,1620694614
santa fe,-31.6333,-60.7,288.15,80,100,0.89,1620694765
fortuna,40.5982,-124.1573,290.93,76,1,7.2,1620694930
turukhansk,65.8167,87.9833,277.46,76,70,1.62,1620694931
madras,13.0878,80.2785,302.04,83,40,2.06,1620694743
estevan,49.1334,-102.9842,288.15,17,1,2.6,1620694806
mar del plata,-38.0023,-57.5575,283.15,81,40,3.09,1620694751
cameta,-2.2444,-49.4958,297.59,89,29,1.69,1620694854
dwarka,22.2394,68.9678,301.25,74,2,6.39,1620694937
yar-sale,66.8333,70.8333,274.5,97,100,6.25,1620694938
salalah,17.0151,54.0924,301.15,83,20,1.03,1620694940
kulhudhuffushi,6.6221,73.07,302.88,69,100,3.0,1620694941
tarakan,3.3,117.6333,302.15,84,75,2.06,1620694854
riyadh,24.6877,46.7219,301.15,20,0,2.4,1620694813
vardo,70.3705,31.1107,276.15,74,0,3.78,1620694945
sao joao da barra,-21.6403,-41.0511,293.08,64,18,1.77,1620694946
ilulissat,69.2167,-51.1,272.15,93,75,2.57,1620694948
cayenne,4.9333,-52.3333,299.82,94,90,1.54,1620694949
mana,5.6592,-53.7767,298.28,88,100,4.33,1620694950
bowen,-20.0167,148.2333,298.7,74,100,2.94,1620694952
pimentel,-6.8367,-79.9342,292.15,77,0,7.72,1620694953
baruun-urt,46.6806,113.2792,279.59,66,100,9.42,1620694946
ambilobe,-13.2,49.05,294.63,93,100,0.83,1620694956
axim,4.8699,-2.2405,299.28,84,87,2.65,1620694957
hendek,40.7994,30.7481,276.15,100,0,1.16,1620694958
korla,41.7597,86.1469,296.62,33,42,6.57,1620694960
gimli,50.6336,-96.9907,280.15,65,23,2.57,1620694741
emirdag,39.0197,31.15,280.82,41,0,0.87,1620694962
aland,17.5667,76.5667,302.62,52,7,2.73,1620694817
mount gambier,-37.8333,140.7667,284.15,62,90,5.14,1620694965
praxedis guerrero,31.3667,-106.0167,304.15,11,1,5.14,1620694966
cabedelo,-6.9811,-34.8339,297.15,94,0,2.57,1620694693
cherskiy,68.75,161.3,271.22,89,97,1.6,1620694968
coruripe,-10.1256,-36.1756,297.57,85,59,8.11,1620694970
lodja,-3.4833,23.4333,293.8,97,98,0.78,1620694971
katsuura,35.1333,140.3,291.48,59,75,5.14,1620694796
nakhon si thammarat,8.25,100.0,302.04,94,20,0.37,1620694973
raigarh,21.9,83.4,299.15,83,20,1.27,1620694975
mwinilunga,-11.7358,24.4293,286.45,73,0,0.96,1620694976
akyab,20.15,92.9,302.08,69,0,1.67,1620694977
voi,-3.3945,38.563,293.82,86,100,3.01,1620694979
kudahuvadhoo,2.6708,72.8944,300.39,84,96,6.64,1620694980
orocovis,18.2271,-66.3917,298.71,85,100,1.64,1620694982
rudnyy,52.9594,63.1206,283.18,52,97,2.66,1620694983
sabang,5.8933,95.3214,301.63,74,100,1.88,1620694984
tilichiki,60.4667,166.1,273.13,95,100,2.88,1620694986
hami,42.8,93.45,296.24,26,100,8.28,1620694987
luba,3.4568,8.5547,297.15,100,20,1.54,1620694988
oktyabrskiy,54.4815,53.471,286.77,61,74,0.46,1620694990
karaton,-6.3424,106.1045,303.15,74,20,2.57,1620694991
buraydah,26.326,43.975,300.15,26,40,3.6,1620694993
qaqortoq,60.7167,-46.0333,278.15,52,90,4.63,1620694994
araouane,18.9048,-3.5265,306.34,12,20,2.16,1620694995
maragogi,-9.0122,-35.2225,297.31,88,14,4.36,1620694997
ambatofinandrahana,-20.55,46.8,283.8,86,0,1.2,1620694998
lamu,-2.2717,40.902,299.82,80,100,7.12,1620695000
kuala kangsar,4.7667,100.9333,299.15,94,20,2.57,1620695001
ust-ilimsk,58.0006,102.6619,282.16,64,98,1.84,1620695002
fecamp,49.7579,0.3746,284.15,76,0,2.57,1620695004
lydenburg,-25.0978,30.4597,279.82,79,0,0.45,1620695005
caravelas,-17.7125,-39.2481,295.84,63,99,4.56,1620695006
sheridan,44.8333,-106.9173,284.15,46,75,2.06,1620695008
arona,28.0996,-16.681,293.15,68,75,9.77,1620695009
saint anthony,45.0205,-93.218,284.26,34,20,2.06,1620695011
ishim,56.1128,69.4902,283.73,58,0,2.2,1620695012
sivas,39.7916,37.0019,271.15,80,0,1.03,1620695013
anshun,26.25,105.9333,294.42,72,38,2.45,1620695015
sal rei,16.1833,-22.9167,294.15,83,75,6.17,1620695016
toamasina,-18.1667,49.3833,294.15,100,20,2.06,1620694994
nexo,55.0607,15.1306,288.15,63,87,4.63,1620695019
demirci,39.0461,28.6589,281.9,54,0,3.18,1620695020
ostersund,63.1792,14.6357,283.15,93,90,5.14,1620695021
razole,16.4833,81.8333,302.15,70,20,1.54,1620695023
kulevcha,46.0303,29.9361,281.58,58,0,2.99,1620695024
hay river,60.8156,-115.7999,276.15,81,100,4.63,1620694806
fairbanks,64.8378,-147.7164,291.15,27,75,1.74,1620695026
chicama,-7.8447,-79.1469,291.15,88,40,2.06,1620695028
codrington,-38.2667,141.9667,285.02,68,100,7.48,1620695029
avera,33.194,-82.5271,294.15,84,40,3.09,1620695030
nishihara,26.1842,127.7558,302.15,89,75,5.14,1620695032
moree,-29.4667,149.85,295.15,60,75,3.6,1620695033
sajanan,37.0573,9.2426,292.15,94,0,1.03,1620695034
kaili,-3.4626,120.2147,297.62,73,96,1.12,1620695036
kavaratti,10.5669,72.642,302.57,72,89,2.72,1620695037
touros,-5.1989,-35.4608,298.15,88,20,2.57,1620695039
domingo arenas,19.15,-98.4333,294.15,52,40,7.72,1620695040
ulaanbaatar,47.9077,106.8832,276.15,60,75,8.0,1620694999
salgueiro,-8.0742,-39.1192,294.39,90,99,8.26,1620695043
rorvik,64.8621,11.2373,279.83,93,100,5.52,1620694989
thunder bay,48.4001,-89.3168,281.15,87,75,1.54,1620695045
guacui,-20.7756,-41.6794,287.91,90,100,1.5,1620695046
kerman,30.2832,57.0788,286.15,50,0,2.06,1620694757
erzin,36.9559,36.2,290.93,35,0,0.89,1620695049
high level,58.5169,-117.136,286.15,54,40,6.17,1620695050
altamira,-3.2033,-52.2064,296.46,95,85,1.14,1620695052
saurimo,-9.6608,20.3916,289.18,75,0,1.6,1620695053
carupano,10.6678,-63.2585,298.02,88,33,4.45,1620695054
kawalu,-7.3817,108.2082,299.56,76,58,0.65,1620695056
tyler,32.3513,-95.3011,290.15,88,90,5.14,1620694773
nemuro,43.3236,145.575,280.15,57,75,6.17,1620695017
praya,14.9215,-23.5087,294.15,78,20,7.2,1620695059
burnie,-41.0667,145.9167,283.71,52,52,1.79,1620695057
yerbogachen,61.2767,108.0108,275.15,60,100,4.86,1620695062
harper,4.375,-7.7169,299.41,82,55,2.69,1620694983
novodugino,55.6305,34.2842,277.45,78,6,2.17,1620695064
mocuba,-16.8392,36.9856,289.19,96,54,1.84,1620695065
high prairie,55.4334,-116.4858,290.15,23,22,5.66,1620694914
haverfordwest,51.8017,-4.9691,283.15,86,46,2.68,1620695068
viransehir,37.2353,39.7631,287.18,22,0,1.64,1620695069
copacabana,6.3463,-75.5089,288.15,94,40,1.03,1620695071
rincon,32.296,-81.2354,297.15,73,90,2.57,1620695066
vila,42.0304,-8.1588,278.71,94,21,2.24,1620695073
kharp,66.8014,65.8081,274.87,94,100,3.22,1620695074
seye,20.8333,-89.3667,307.59,38,20,7.72,1620695076
kolpny,52.2282,37.0368,281.87,81,100,7.52,1620695077
ponta delgada,37.7333,-25.6667,290.15,77,75,5.14,1620695077
osakarovka,50.565,72.5692,281.29,66,12,5.2,1620695080
narok,-1.0783,35.8601,286.28,94,99,1.0,1620695081
amahai,-3.3333,128.9167,301.53,74,76,2.29,1620695083
vieux-habitants,16.0589,-61.7659,298.15,78,0,3.09,1620695084
matagami,49.7502,-77.6328,280.15,70,90,5.14,1620695085
nelson bay,-32.7167,152.15,294.26,82,0,4.12,1620695087
noshiro,40.2039,140.0242,284.15,82,75,2.57,1620695088
namatanai,-3.6667,152.4333,302.61,65,92,0.98,1620695089
krieglach,47.5333,15.55,285.93,81,4,1.85,1620695091
novoorsk,51.381,58.9813,278.15,100,0,2.0,1620695092
srandakan,-7.9386,110.2506,301.13,75,5,2.17,1620695093
byron bay,-28.65,153.6167,292.15,82,75,3.09,1620694929
sobolevo,54.4299,31.8996,278.57,78,46,2.85,1620695096
bajitpur,24.2167,90.95,297.15,88,75,3.09,1620695097
whitehorse,60.7161,-135.0538,287.15,35,75,6.69,1620694804
kibiti,-7.7218,38.9375,291.82,96,40,0.65,1620695100
los algarrobos,8.5,-82.4333,290.93,90,100,0.73,1620695101
progreso,21.2833,-89.6667,307.59,38,20,7.72,1620695104
belaya gora,68.5333,146.4167,270.78,78,100,2.86,1620695105
turbat,26.0023,63.044,301.61,20,4,2.09,1620694981
shahr-e kord,32.3256,50.8644,283.15,57,0,1.03,1620695107
xining,36.6167,101.7667,284.29,56,89,0.74,1620695109
moron,-34.6534,-58.6198,285.93,71,19,0.89,1620695110
watsa,3.0372,29.5355,290.54,98,100,0.9,1620695111
roma,43.2128,-75.4557,284.15,46,90,4.12,1620695113
evensk,61.95,159.2333,274.34,95,65,1.77,1620695114
yemtsa,63.0734,40.3329,282.35,75,100,4.44,1620695115
tevaitoa,-16.7833,-151.5,300.69,78,27,8.45,1620695117
hambantota,6.1241,81.1185,298.15,100,20,1.54,1620695118
san juan,-31.5375,-68.5364,288.92,47,100,3.08,1620695119
komsomolskiy,40.4272,71.7189,291.15,77,90,2.06,1620695121
